     1    0.3411678530E+00    0.4507856581E+00    0.1039512197E+03    0.0000000000E+00    0.5360000000E+03   -0.1000000000E+01    0.1865671642E-02
     2    0.4594715057E+00    0.3723522124E+00    0.9238796628E+02    0.0000000000E+00    0.5550000000E+03   -0.1000000000E+01    0.1801801802E-02
     3    0.5290052794E+00    0.5336400731E+00    0.9029592064E+02    0.0000000000E+00    0.5630000000E+03   -0.1000000000E+01    0.1776198934E-02
     4    0.1407826890E+00    0.3125359941E+00    0.1062004166E+03    0.0000000000E+00    0.5090000000E+03   -0.1000000000E+01    0.1964636542E-02
     5    0.7789825487E+00    0.3925204228E+00    0.6805126348E+02    0.0000000000E+00    0.5970000000E+03   -0.1000000000E+01    0.1675041876E-02
     6    0.5807478365E+00    0.5721278643E+00    0.8630024140E+02    0.0000000000E+00    0.5670000000E+03   -0.1000000000E+01    0.1763668430E-02
     7    0.8437186070E+00    0.1725308666E+00    0.5518372494E+02    0.0000000000E+00    0.5990000000E+03   -0.1000000000E+01    0.1669449082E-02
     8    0.2125733775E+00    0.6923258268E-01    0.8729915596E+02    0.0000000000E+00    0.5660000000E+03   -0.1000000000E+01    0.1766784452E-02
     9    0.2907689331E+00    0.9613692210E+00    0.7908410648E+02    0.0000000000E+00    0.5770000000E+03   -0.1000000000E+01    0.1733102253E-02
    10    0.4520035453E+00    0.7935234679E+00    0.8254151788E+02    0.0000000000E+00    0.5730000000E+03   -0.1000000000E+01    0.1745200698E-02
    11    0.1978056167E+00    0.9720107358E-01    0.9048685085E+02    0.0000000000E+00    0.5620000000E+03   -0.1000000000E+01    0.1779359431E-02
    12    0.6770436752E+00    0.8633595462E+00    0.7612495615E+02    0.0000000000E+00    0.5840000000E+03   -0.1000000000E+01    0.1712328767E-02
    13    0.6297869256E+00    0.9475586535E+00    0.7561317015E+02    0.0000000000E+00    0.5850000000E+03   -0.1000000000E+01    0.1709401709E-02
    14    0.3172529009E+00    0.1483721960E+00    0.8617242251E+02    0.0000000000E+00    0.5690000000E+03   -0.1000000000E+01    0.1757469244E-02
    15    0.3908732529E+00    0.7089530582E+00    0.8767636753E+02    0.0000000000E+00    0.5650000000E+03   -0.1000000000E+01    0.1769911504E-02
    16    0.6005363470E+00    0.2769648272E+00    0.6817484778E+02    0.0000000000E+00    0.5960000000E+03   -0.1000000000E+01    0.1677852349E-02
    17    0.9040052684E+00    0.5842858486E+00    0.7338129350E+02    0.0000000000E+00    0.5910000000E+03   -0.1000000000E+01    0.1692047377E-02
    18    0.3387561719E-01    0.2909270799E-01    0.8768995343E+02    0.1822887728E-02    0.6000000000E+03   -0.1000000000E+01    0.1666666667E-02
