       2      11       2
1_F        0.5000000000E+00    0.5000000000E+00    0.4651339918E-02    0.0000000000E+00    0.7570254613E-03    0.7729920567E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.5675217478E+00    0.3899246870E-01    0.4400465571E-02    0.0000000000E+00    0.6877412723E-03    0.5472849225E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.3801592138E-01    0.7464215238E+00    0.4505381111E-02    0.0000000000E+00    0.7394872306E-03    0.8502596107E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.1335907183E+00    0.8065502771E+00    0.4631041822E-02    0.0000000000E+00    0.7716828738E-03    0.9292222870E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.3592021532E+00    0.5905075674E+00    0.4616295584E-02    0.0000000000E+00    0.7547573593E-03    0.8051578615E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.9105891127E+00    0.1606859081E+00    0.4720702050E-02    0.0000000000E+00    0.7557219251E-03    0.6533706622E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.7712166833E+00    0.3480578429E+00    0.4743916238E-02    0.0000000000E+00    0.7679616949E-03    0.7311191817E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.4387963771E+00    0.9081661067E+00    0.4984822497E-02    0.0000000000E+00    0.8627546403E-03    0.1152406999E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.2507092537E+00    0.6477561059E+00    0.4581261951E-02    0.0000000000E+00    0.7504086749E-03    0.8232756959E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.8704271525E+00    0.4368721380E+00    0.4890151938E-02    0.0000000000E+00    0.8023736287E-03    0.8093478830E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.6691520790E+00    0.2100227013E+00    0.4573428316E-02    0.0000000000E+00    0.7280516496E-03    0.6376381277E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
