    0.56472E+00    0.30000E+01    0.60000E-04    0.60000E-04
    0.57009E+00    0.50000E+01    0.10000E-03    0.16000E-03
    0.57546E+00    0.19000E+02    0.38000E-03    0.54000E-03
    0.58084E+00    0.44000E+02    0.88000E-03    0.14200E-02
    0.58621E+00    0.11200E+03    0.22400E-02    0.36600E-02
    0.59158E+00    0.24400E+03    0.48800E-02    0.85400E-02
    0.59695E+00    0.52700E+03    0.10540E-01    0.19080E-01
    0.60232E+00    0.99100E+03    0.19820E-01    0.38900E-01
    0.60769E+00    0.16180E+04    0.32360E-01    0.71260E-01
    0.61306E+00    0.25420E+04    0.50840E-01    0.12210E+00
    0.61843E+00    0.36590E+04    0.73180E-01    0.19528E+00
    0.62380E+00    0.45150E+04    0.90300E-01    0.28558E+00
    0.62918E+00    0.53980E+04    0.10796E+00    0.39354E+00
    0.63455E+00    0.57050E+04    0.11410E+00    0.50764E+00
    0.63992E+00    0.56400E+04    0.11280E+00    0.62044E+00
    0.64529E+00    0.51520E+04    0.10304E+00    0.72348E+00
    0.65066E+00    0.43270E+04    0.86540E-01    0.81002E+00
    0.65603E+00    0.33690E+04    0.67380E-01    0.87740E+00
    0.66140E+00    0.23800E+04    0.47600E-01    0.92500E+00
    0.66677E+00    0.15900E+04    0.31800E-01    0.95680E+00
    0.67214E+00    0.10160E+04    0.20320E-01    0.97712E+00
    0.67752E+00    0.57200E+03    0.11440E-01    0.98856E+00
    0.68289E+00    0.30300E+03    0.60600E-02    0.99462E+00
    0.68826E+00    0.14400E+03    0.28800E-02    0.99750E+00
    0.69363E+00    0.71000E+02    0.14200E-02    0.99892E+00
    0.69900E+00    0.31000E+02    0.62000E-03    0.99954E+00
    0.70437E+00    0.14000E+02    0.28000E-03    0.99982E+00
    0.70974E+00    0.80000E+01    0.16000E-03    0.99998E+00
    0.71511E+00    0.00000E+00    0.00000E+00    0.99998E+00
    0.72048E+00    0.10000E+01    0.20000E-04    0.10000E+01
